fahrzeug_id,marke,modell,ps,treibstoff,preis,year
1198WBA6L71080FJ,BMW,3er-Reihe,190,Diesel,48400,20230223
2331WBA31DW0X0WW,BMW,5er-Reihe,190,Diesel,48400,20220509
1922WBA31AA0X05U,BMW,X1,140,Benzin,48400,20220809
1138WBA31ED000FL,BMW,3er-Reihe,163,Hybrid,48400,20230307
2853WBAUZ35030N0,BMW,X3,190,Diesel,48400,20220107
869WBA71AB0905T1,BMW,X1,125,Hybrid,48400,20230419
1216WBA35BG050N0,BMW,X3,190,Diesel,48400,20230220
2545WBA31ED040FL,BMW,3er-Reihe,163,Hybrid,48400,20220318
653WBA21FU090FP0,BMW,3er-Reihe,150,Diesel,48400,20230526
1774WBAJA91060B3,BMW,5er-Reihe,184,Benzin,48389,20220915
1846WBATX31080LC,BMW,X3,190,Diesel,48389,20220901
1958WBA31AA0X05U,BMW,X1,135,Benzin,48389,20220801
1948WBA31AA0705U,BMW,X1,135,Benzin,48389,20220802
1446WBA6K5106MFL,BMW,3er-Reihe,258,Benzin,48389,20221220
2633WBA31AD0805S,BMW,X1,150,Diesel,48378,20220302
628WBATX71020LB4,BMW,X3,265,Diesel,48367,20230531
1223WBA31DX0X0CD,BMW,5er-Reihe,190,Diesel,48290,20230217
2209WBA6L31060FK,BMW,3er-Reihe,150,Diesel,48290,20220602
1343WBA31ED080FM,BMW,3er-Reihe,163,Hybrid,48290,20230117
494WBA31AD0205V4,BMW,X1,150,Diesel,48290,20230621
2998WBA31DX070CD,BMW,5er-Reihe,190,Diesel,48279,20201021
2180WBA5P51050FK,BMW,3er-Reihe,184,Hybrid,48279,20220610
1314WBA6L71090FJ,BMW,3er-Reihe,190,Diesel,48279,20230126
2860WBA31DZ020FK,BMW,3er-Reihe,190,Diesel,48180,20220105
954WBA6L710X0FH9,BMW,3er-Reihe,190,Diesel,48169,20230406
2472WBA71AC08N5T,BMW,X1,149,Diesel,48169,20220404
1852WBA31AA0X05U,BMW,X1,136,Benzin,48169,20220831
2772WBA6L31020FL,BMW,3er-Reihe,150,Diesel,47960,20220128
2510WBAJP3103LCD,BMW,5er-Reihe,190,Diesel,47950,20220329
535WBA5Y91050FL5,BMW,3er-Reihe,163,Hybrid,47905,20230615
1644WBA71AB0505V,BMW,X1,125,Hybrid,47850,20221020
2505WBATX55020NV,BMW,X3,231,Diesel,47850,20220330
1808WBA31AE01N5T,BMW,X1,190,Diesel,47850,20220908
1888WBA71AC0005S,BMW,X1,150,Diesel,47850,20220819
1827WBA31ED040FL,BMW,3er-Reihe,163,Hybrid,47839,20220907
2128WBAJN51000B2,BMW,5er-Reihe,265,Diesel,47839,20220621
819WBA31AD0305V2,BMW,X1,150,Diesel,47828,20230428
257WBAJN51050B26,BMW,5er-Reihe,265,Diesel,47740,20230809
1788WBA31DY070FK,BMW,3er-Reihe,190,Diesel,47740,20220913
2094WBAJP3107LCD,BMW,5er-Reihe,190,Diesel,47730,20220629
1625WBA31AA0005U,BMW,X1,135,Benzin,47687,20221024
1055WBA31DX040CD,BMW,5er-Reihe,190,Diesel,47520,20230322
1537WBA11FZ0X0FN,BMW,3er-Reihe,150,Diesel,47520,20221129
1575WBATY15000N0,BMW,X3,184,Benzin,47520,20221111
1167WBA71DY030FM,BMW,3er-Reihe,156,Benzin,47300,20230303
354WBA6L31060FM7,BMW,3er-Reihe,150,Diesel,47300,20230719
1325WBA6L31030FL,BMW,3er-Reihe,150,Diesel,47300,20230125
2265WBA31ED010FL,BMW,3er-Reihe,163,Hybrid,47300,20220520
1185WBA11EE0205V,BMW,X1,136,Benzin,47300,20230227
2456WBA5X7109LFH,BMW,3er-Reihe,183,Hybrid,47289,20220408
2405WBA31AD0905S,BMW,X1,150,Diesel,47289,20220422
468WBATX35030NE0,BMW,X3,190,Diesel,47267,20230626
2760WBA5V31090FK,BMW,3er-Reihe,150,Diesel,47212,20220202
978WBATX35010NC3,BMW,X3,190,Diesel,47190,20230403
880WBAJN51030G98,BMW,5er-Reihe,265,Diesel,47190,20230419
1435WBA71AB0505S,BMW,X1,125,Benzin,47190,20221221
2344WBAJN710X0BJ,BMW,5er-Reihe,320,Diesel,47190,20220502
1802WBATR55080ND,BMW,X3,184,Benzin,47190,20220909
636WBA31DW030CE1,BMW,5er-Reihe,190,Diesel,47190,20230531
1246WBA71AB0705V,BMW,X1,125,Hybrid,47190,20230214
2378WBAJN51090G6,BMW,5er-Reihe,265,Diesel,47113,20220427
2358WBA38DY0208B,BMW,3er-Reihe,190,Diesel,47080,20220428
2900WBA31DY040FL,BMW,3er-Reihe,190,Diesel,46970,20211125
2257WBA5V31060FJ,BMW,3er-Reihe,150,Diesel,46970,20220523
2093WBATX35050NC,BMW,X3,190,Diesel,46937,20220629
2365WBAJC31000B0,BMW,5er-Reihe,190,Diesel,46762,20220428
1457WBAUZ35080NE,BMW,X3,190,Diesel,46751,20221216
1305WBA31AE03N5T,BMW,X1,190,Diesel,46751,20230130
1421WBA31AA0X05U,BMW,X1,135,Benzin,46750,20221223
2695WBA18DY0608B,BMW,3er-Reihe,190,Diesel,46750,20220217
1743WBA71AC0405V,BMW,X1,150,Diesel,46750,20220926
2143WBA31AD0805T,BMW,X1,150,Diesel,46750,20220615
411WBA31DZ050FL1,BMW,3er-Reihe,190,Diesel,46750,20230706
2003WBATX71060LB,BMW,X3,265,Diesel,46750,20220721
384WBA6N71020FK5,BMW,3er-Reihe,292,Hybrid,46750,20230712
1603WBA31AA0105V,BMW,X1,140,Benzin,46640,20221104
2539WBA5V380808B,BMW,3er-Reihe,150,Diesel,46530,20220321
2501WBA31AA01M5T,BMW,X1,136,Benzin,46530,20220330
76WBA31BG0509F65,BMW,X3,190,Diesel,46200,20230915
1319WBA11BL070CF,BMW,5er-Reihe,150,Diesel,46200,20230125
1026WBA5P310X0FH,BMW,3er-Reihe,184,Benzin,46200,20230327
873WBA71AB0905T1,BMW,X1,125,Hybrid,46200,20230419
144WBA6N71080FL1,BMW,3er-Reihe,183,Benzin,46200,20230901
2001WBA5V31000FK,BMW,3er-Reihe,150,Diesel,46189,20220721
2196WBA31AD0105T,BMW,X1,150,Diesel,46178,20220608
1914WBA5V31030FK,BMW,3er-Reihe,150,Diesel,46145,20220812
496WBATS110509E2,BMW,X3,184,Hybrid,46134,20230621
1957WBATX51010LK,BMW,X3,231,Diesel,46090,20220801
2885WBAJF51070WW,BMW,5er-Reihe,190,Diesel,46090,20211230
1563WBAJM91080BH,BMW,5er-Reihe,190,Diesel,46090,20221117
2804WBA6L7103LFJ,BMW,3er-Reihe,190,Diesel,46079,20220121
2594WBAJJ310205S,BMW,X1,231,Diesel,46035,20220309
305WBA6K31040FL0,BMW,3er-Reihe,183,Benzin,45921,20230731
2412WBATX31090LC,BMW,X3,190,Diesel,45870,20220421
876WBA11AJ000CG9,BMW,5er-Reihe,285,Diesel,45870,20230419
1013WBA11AJ0X0CG,BMW,5er-Reihe,285,Diesel,45782,20230329
1008WBA11AJ0X0CG,BMW,5er-Reihe,285,Diesel,45782,20230329
2075WBA31DW010WW,BMW,5er-Reihe,190,Diesel,45650,20220702
2999WBA31AD0405R,BMW,X1,150,Diesel,45650,20201016
198WBATX75040NC0,BMW,X3,265,Diesel,45650,20230823
879WBATX71080LB4,BMW,X3,265,Diesel,45650,20230419
1035WBA31DZ070FK,BMW,3er-Reihe,190,Diesel,45639,20230323
393WBA31AA0305U9,BMW,X1,140,Benzin,45639,20230710
2002WBAJP3107LCD,BMW,5er-Reihe,190,Diesel,45530,20220721
422WBA31AD0105U5,BMW,X1,150,Diesel,45320,20230703
882WBA11AJ030CF5,BMW,5er-Reihe,285,Diesel,45210,20230419
2798WBA71AC07N5T,BMW,X1,150,Diesel,45100,20220124
1826WBA11AB0905S,BMW,X1,192,Benzin,45100,20220907
1945WBA31AE0X03M,BMW,X1,190,Diesel,45100,20220803
851WBAJA91030B31,BMW,5er-Reihe,183,Hybrid,45100,20230421
1742WBA31AD0X05V,BMW,X1,150,Diesel,45100,20220926
1564WBA31AD0705V,BMW,X1,150,Diesel,45100,20221117
556WBATX55030NV2,BMW,X3,231,Diesel,45100,20230612
2766WBA31DW020CD,BMW,5er-Reihe,190,Diesel,45100,20220131
2241WBA31DW010CE,BMW,5er-Reihe,190,Diesel,45100,20220525
2869WBA31DZ080FK,BMW,3er-Reihe,190,Diesel,45089,20220104
2138WBA38DY0108B,BMW,3er-Reihe,190,Diesel,45089,20220620
1291WBA71AB0705V,BMW,X1,125,Hybrid,45089,20230202
2625WBATX35040NE,BMW,X3,190,Diesel,45067,20220303
489WBA31BG0709F4,BMW,X3,190,Diesel,44990,20230621
3116WBAJT51070BJ,BMW,5er-Reihe,252,Benzin,44880,20181217
2023WBA31AE02N5T,BMW,X1,190,Diesel,44880,20220714
1024WBATX75080NC,BMW,X3,265,Diesel,44770,20230327
1579WBATY15000N0,BMW,X3,184,Benzin,44550,20221111
1337WBA11AB0805U,BMW,X1,192,Benzin,44550,20230118
2785WBATX75090ND,BMW,X3,265,Diesel,44550,20220127
2414WBA31DY020FK,BMW,3er-Reihe,190,Diesel,44550,20220420
1389WBA71AB0505S,BMW,X1,125,Benzin,44550,20230104
504WBAJN51080CE3,BMW,5er-Reihe,265,Diesel,44550,20230620
2245WBA31DZ040FJ,BMW,3er-Reihe,190,Diesel,44440,20220525
1535WBA11FZ0X0FN,BMW,3er-Reihe,150,Diesel,44330,20221129
2523WBA71AB0005U,BMW,X1,125,Hybrid,44000,20220325
1689WBA31AA0605V,BMW,X1,140,Benzin,44000,20221010
2532WBA31AD0905S,BMW,X1,150,Diesel,44000,20220323
2018WBA71AC0105U,BMW,X1,150,Diesel,44000,20220718
1622WBA71AB0805V,BMW,X1,125,Hybrid,44000,20221025
314WBA31DZ020FL0,BMW,3er-Reihe,190,Diesel,43989,20230728
3040WBA5V71030FH,BMW,3er-Reihe,190,Diesel,43989,20200228
2835WBA31AD0303M,BMW,X1,150,Diesel,43989,20220114
1628WBA18DY0608B,BMW,3er-Reihe,190,Diesel,43989,20221024
2316WBA71AC08N3N,BMW,X1,150,Diesel,43989,20220512
2306WBA71AC03N5T,BMW,X1,150,Diesel,43989,20220513
2219WBA31AD0305S,BMW,X1,150,Diesel,43989,20220601
2200WBA71AC0405S,BMW,X1,150,Diesel,43989,20220607
2171WBA71AC00N5T,BMW,X1,150,Diesel,43989,20220613
2142WBA18DY0708B,BMW,3er-Reihe,190,Diesel,43989,20220617
1894WBA5V380408B,BMW,3er-Reihe,150,Diesel,43989,20220818
2622WBA31AD0903M,BMW,X1,150,Diesel,43967,20220304
1508WBA31DZ090FK,BMW,3er-Reihe,190,Diesel,43901,20221206
2512WBAWY710X00N,BMW,X3,313,Diesel,43890,20220329
1706WBA31AA0603P,BMW,X1,140,Benzin,43890,20221004
1225WBA71AC0105V,BMW,X1,150,Diesel,43890,20230217
1751WBAJM11020B2,BMW,5er-Reihe,339,Benzin,43890,20220923
187WBAJD11010B19,BMW,5er-Reihe,265,Diesel,43890,20230825
1108WBATX31020LF,BMW,X3,190,Diesel,43890,20230310
117WBAJN71050BJ0,BMW,5er-Reihe,319,Diesel,43890,20230911
2460WBA31DZ0X0FJ,BMW,3er-Reihe,190,Benzin,43890,20220406
2934WBA31DZ020FK,BMW,3er-Reihe,190,Hybrid,43868,20210720
1953WBA31DZ040FK,BMW,3er-Reihe,190,Diesel,43868,20220802
202WBA31AD0205U6,BMW,X1,150,Diesel,43780,20230823
1386WBA31AA0105U,BMW,X1,135,Benzin,43703,20230105
724WBA71AB0005U7,BMW,X1,125,Hybrid,43686,20230516
2923WBA71AC0205U,BMW,X1,149,Diesel,43670,20210820
1243WBAJC31020WC,BMW,5er-Reihe,190,Diesel,43451,20230215
898WBAUZ35020N01,BMW,X3,190,Diesel,43451,20230414
1503WBA31AD0905T,BMW,X1,150,Diesel,43450,20221207
2289WBATX350X0NC,BMW,X3,190,Diesel,43450,20220516
742WBATX31070LB9,BMW,X3,190,Diesel,43450,20230512
1125WBAJP51060BU,BMW,5er-Reihe,190,Diesel,43439,20230309
2339WBA31AD0005S,BMW,X1,150,Diesel,43394,20220503
1870WBAJD11060G8,BMW,5er-Reihe,265,Diesel,43340,20220825
1315WBA31AA0905V,BMW,X1,140,Benzin,43340,20230126
1448WBA31AA0205U,BMW,X1,140,Benzin,43340,20221219
1436WBA31AE09M5T,BMW,X1,190,Diesel,43329,20221221
199WBAUZ350X0N01,BMW,X3,190,Diesel,43230,20230823
692WBATX350X0NC3,BMW,X3,190,Diesel,43230,20230519
1431WBAJA91070B4,BMW,5er-Reihe,183,Hybrid,43043,20221221
530WBAJR11010CD0,BMW,5er-Reihe,184,Benzin,42900,20230615
1496WBA31AD0X05S,BMW,X1,150,Diesel,42900,20221209
1490WBA31AD0305U,BMW,X1,150,Diesel,42900,20221212
2651WBA71AC0303M,BMW,X1,150,Diesel,42900,20220225
967WBA11AB0005R3,BMW,X1,192,Benzin,42900,20230404
2342WBA31AD0005S,BMW,X1,150,Diesel,42889,20220503
2775WBA31AD0005P,BMW,X1,150,Diesel,42889,20220128
1646WBA18DY0308B,BMW,3er-Reihe,190,Diesel,42889,20221019
2270WBA31AD0805S,BMW,X1,150,Diesel,42889,20220519
209WBA31AE0603M1,BMW,X1,190,Diesel,42889,20230821
934WBA31AD0X05T6,BMW,X1,150,Diesel,42889,20230407
233WBA6L71030FH8,BMW,3er-Reihe,190,Diesel,42889,20230814
1128WBA31AA0705U,BMW,X1,136,Benzin,42790,20230308
195WBA31AD0205U6,BMW,X1,150,Diesel,42790,20230823
471WBA5W71020FM2,BMW,3er-Reihe,122,Diesel,42790,20230623
1593WBATR51060LF,BMW,X3,184,Benzin,42779,20221110
1189WBA31AA0905U,BMW,X1,135,Benzin,42572,20230227
2507WBA31AD0205S,BMW,X1,150,Diesel,42570,20220330
2562WBA5V31060FJ,BMW,3er-Reihe,150,Diesel,42554,20220316
1113WBATX35040NC,BMW,X3,190,Diesel,42351,20230310
1244WBAJC31020WC,BMW,5er-Reihe,190,Diesel,42218,20230215
1447WBA31AA0205U,BMW,X1,140,Benzin,41844,20221219
871WBA31AA0205U0,BMW,X1,140,Benzin,41844,20230419
804WBA31AA0305U0,BMW,X1,135,Benzin,41844,20230502
1022WBA31AA0105U,BMW,X1,135,Benzin,41844,20230327
823WBA31AA0105U0,BMW,X1,135,Benzin,41844,20230428
1923WBA31AA0X05U,BMW,X1,140,Benzin,41844,20220809
854WBA31AA0605U1,BMW,X1,136,Benzin,41844,20230421
995WBA31AA0505U0,BMW,X1,135,Benzin,41844,20230331
358WBA31AA0X05U1,BMW,X1,136,Benzin,41844,20230719
2017WBATX31010LB,BMW,X3,190,Diesel,41800,20220718
1254WBAJD51080BL,BMW,5er-Reihe,320,Diesel,41800,20230213
1140WBAJB51090G4,BMW,5er-Reihe,340,Benzin,41800,20230307
363WBATX31080LB9,BMW,X3,190,Diesel,41800,20230718
2942WBA6L9100MFK,BMW,3er-Reihe,265,Diesel,41800,20210629
2935WBA31DZ020FK,BMW,3er-Reihe,190,Hybrid,41800,20210720
2288WBATR51090LF,BMW,X3,184,Benzin,41789,20220516
2426WBA31AD0105S,BMW,X1,150,Diesel,41767,20220415
364WBA5X71090FH9,BMW,3er-Reihe,183,Hybrid,41690,20230718
1624WBA31AD0205V,BMW,X1,150,Diesel,41598,20221024
318WBATX35020NC2,BMW,X3,190,Diesel,41470,20230727
2385WBA71AD0305S,BMW,X1,150,Diesel,41360,20220425
1909WBA31AA0205T,BMW,X1,140,Benzin,41360,20220816
227WBA31AE0905S9,BMW,X1,190,Diesel,41251,20230816
2181WBATX310X0LB,BMW,X3,190,Diesel,41250,20220610
421WBAJN51070B26,BMW,5er-Reihe,265,Diesel,41250,20230703
2275WBA5V31020FK,BMW,3er-Reihe,150,Diesel,41250,20220519
2406WBA31AD0805S,BMW,X1,150,Diesel,41250,20220422
2709WBAJA9103JB3,BMW,5er-Reihe,184,Hybrid,41009,20220216
2461WBA6L31040FK,BMW,3er-Reihe,150,Diesel,40920,20220406
2004WBA71AC02N5T,BMW,X1,150,Diesel,40904,20220721
1433WBA31DY070FK,BMW,3er-Reihe,190,Diesel,40804,20221221
1652WBA6L31050FK,BMW,3er-Reihe,150,Diesel,40700,20221018
2922WBA71AC0205U,BMW,X1,149,Diesel,40700,20210820
394WBA8H31030A47,BMW,3er-Reihe,326,Benzin,40700,20230710
2242WBA6L31040FJ,BMW,3er-Reihe,150,Diesel,40700,20220525
2351WBA5V31050FJ,BMW,3er-Reihe,149,Diesel,40700,20220429
619WBATX71000LG1,BMW,X3,265,Diesel,40700,20230601
1943WBATR51080LA,BMW,X3,184,Benzin,40700,20220804
801WBAUZ35060N00,BMW,X3,190,Diesel,40690,20230502
304WBA6K31040FL0,BMW,3er-Reihe,183,Benzin,40689,20230731
1777WBATX310X0LB,BMW,X3,190,Diesel,40689,20220915
1331WBATR51010LF,BMW,X3,184,Benzin,40689,20230120
484WBA71AD0605T1,BMW,X1,190,Diesel,40689,20230622
2467WBATX31020LB,BMW,X3,190,Diesel,40590,20220404
665WBA5V71020AH8,BMW,3er-Reihe,190,Diesel,40590,20230524
1541WBA31AD0405P,BMW,X1,150,Diesel,40590,20221125
1544WBA5F31040FH,BMW,3er-Reihe,183,Benzin,40590,20221124
2816WBA31AD0605T,BMW,X1,150,Diesel,40590,20220118
1147WBA8Y31060G4,BMW,3er-Reihe,326,Benzin,40590,20230306
2495WBAJA91050G9,BMW,5er-Reihe,184,Hybrid,40590,20220331
313WBA5V31020AK8,BMW,3er-Reihe,150,Diesel,40590,20230728
1423WBA31AA0805V,BMW,X1,306,Benzin,40590,20221223
1182WBA31AA0705U,BMW,X1,136,Benzin,40579,20230228
1092WBA31AA0X05U,BMW,X1,136,Benzin,40579,20230315
1066WBA31AA0405U,BMW,X1,136,Benzin,40579,20230317
1021WBA31AA0105U,BMW,X1,135,Benzin,40579,20230327
1259WBA6L51030FJ,BMW,3er-Reihe,190,Diesel,40536,20230213
901WBA21FU090FN5,BMW,3er-Reihe,150,Diesel,40531,20230413
719WBA31AE0405P6,BMW,X1,190,Diesel,40480,20230516
2341WBA8T51040B4,BMW,3er-Reihe,190,Diesel,40480,20220503
480WBAJC51090G85,BMW,5er-Reihe,190,Diesel,40326,20230622
1151WBA31AA06N5T,BMW,X1,135,Benzin,40233,20230303
2475WBAJC51050G4,BMW,5er-Reihe,190,Diesel,40151,20220401
1693WBA31AC0405S,BMW,X1,116,Diesel,40150,20221007
2318WBAJD11070G8,BMW,5er-Reihe,265,Diesel,40150,20220512
2388WBAJR11020WW,BMW,5er-Reihe,184,Benzin,40064,20220423
81WBA5V71080AH89,BMW,3er-Reihe,190,Diesel,40029,20230914
696WBA31AE0805U3,BMW,X1,190,Diesel,39930,20230517
2800WBA5W71090FK,BMW,3er-Reihe,122,Diesel,39820,20220121
2253WBA31AD0905T,BMW,X1,150,Diesel,39600,20220524
3015WBA5V71080AH,BMW,3er-Reihe,190,Diesel,39600,20200828
2537WBA6L31050FK,BMW,3er-Reihe,150,Diesel,39600,20220322
1565WBAJP51010BU,BMW,5er-Reihe,190,Diesel,39600,20221117
1115WBA31AA0505U,BMW,X1,135,Benzin,39600,20230310
151WBA5V31070FM2,BMW,3er-Reihe,150,Diesel,39600,20230831
2750WBAJN51080G9,BMW,5er-Reihe,265,Diesel,39600,20220204
994WBA31AA0505U0,BMW,X1,135,Benzin,39600,20230331
2547WBA6L31020FK,BMW,3er-Reihe,150,Diesel,39589,20220318
2915WBAJH710X03G,BMW,X1,150,Diesel,39589,20210910
1429WBA11DY010FK,BMW,3er-Reihe,190,Diesel,39589,20221222
2477WBA31AA0305U,BMW,X1,140,Benzin,39589,20220401
477WBA71AD0605T1,BMW,X1,190,Diesel,39490,20230622
373WBAJP91060CD3,BMW,5er-Reihe,184,Benzin,39490,20230713
2408WBATX31090LC,BMW,X3,190,Diesel,39380,20220421
2761WBA6L31090FK,BMW,3er-Reihe,150,Diesel,39303,20220202
878WBAJN3108LCE5,BMW,5er-Reihe,265,Diesel,39270,20230419
2315WBAJM91060BH,BMW,5er-Reihe,190,Benzin,39051,20220512
386WBATX35070NC1,BMW,X3,190,Diesel,39051,20230711
369WBATX35000NC0,BMW,X3,190,Diesel,39050,20230714
74WBAJN51020B266,BMW,5er-Reihe,265,Diesel,39050,20230915
1491WBAJM91020BH,BMW,5er-Reihe,190,Diesel,38902,20221209
219WBATX35020NE0,BMW,X3,190,Diesel,38775,20230818
2538WBA6L31050FK,BMW,3er-Reihe,150,Diesel,38631,20220322
2224WBAJC51000WE,BMW,5er-Reihe,190,Diesel,38500,20220531
3170WBATX31030LB,BMW,X3,190,Diesel,38500,20180320
359WBA31AA0X05U1,BMW,X1,136,Benzin,38489,20230719
107WBAJC51070G85,BMW,5er-Reihe,190,Diesel,38489,20230912
1266WBA18DY0908B,BMW,3er-Reihe,190,Diesel,38489,20230210
1005WBA31AA0105U,BMW,X1,135,Benzin,38489,20230330
824WBA31AA0105U0,BMW,X1,135,Benzin,38489,20230428
803WBA31AA0305U0,BMW,X1,135,Benzin,38489,20230502
2724WBAJP310X0BT,BMW,5er-Reihe,190,Diesel,38457,20220214
1718WBAJC51090WC,BMW,5er-Reihe,190,Diesel,38401,20220930
249WBA31AD0703L3,BMW,X1,150,Diesel,38390,20230810
500WBA31AA0405V0,BMW,X1,140,Benzin,38390,20230620
2996WBA5P91030FK,BMW,3er-Reihe,184,Hybrid,38390,20201104
694WBAJC51090WB8,BMW,5er-Reihe,190,Diesel,38390,20230519
1459WBA31DY000FJ,BMW,3er-Reihe,190,Diesel,38390,20221216
571WBAUZ35070NE0,BMW,X3,190,Diesel,38390,20230607
48WBATR91080LC55,BMW,X3,251,Benzin,38390,20230921
2802WBATX31040LC,BMW,X3,190,Diesel,38379,20220121
2409WBA5V31010FK,BMW,3er-Reihe,150,Diesel,38368,20220421
1770WBA5V31080FK,BMW,3er-Reihe,150,Diesel,38368,20220919
47WBA31DX030CD86,BMW,5er-Reihe,190,Diesel,38104,20230921
2673WBA5V51020AJ,BMW,3er-Reihe,190,Diesel,38049,20220222
855WBA31AA0605U1,BMW,X1,136,Benzin,37961,20230421
2580WBAJK51000BX,BMW,5er-Reihe,184,Benzin,37951,20220311
1462WBA5V71000FH,BMW,3er-Reihe,190,Diesel,37950,20221216
2182WBA31AA0305S,BMW,X1,140,Benzin,37950,20220610
872WBA31AA0205U0,BMW,X1,140,Benzin,37950,20230419
2858WBA31AD0X05U,BMW,X1,150,Diesel,37950,20220107
894WBA31AA0405U2,BMW,X1,135,Benzin,37950,20230414
1404WBAJM91010BE,BMW,5er-Reihe,190,Diesel,37950,20221229
1871WBAJH71070EM,BMW,X1,150,Diesel,37928,20220824
1438WBAJJ1103K5N,BMW,X1,190,Diesel,37917,20221221
1214WBA31AD0005P,BMW,X1,150,Diesel,37917,20230221
312WBATR9502KNC8,BMW,X3,252,Benzin,37532,20230728
1020WBA31AA0105U,BMW,X1,135,Benzin,37468,20230327
1332WBATR51010LF,BMW,X3,184,Benzin,37400,20230120
303WBAJC51060WB8,BMW,5er-Reihe,190,Diesel,37400,20230731
1935WBA11AB0705P,BMW,X1,192,Benzin,37389,20220804
1195WBAWZ5108H0Y,BMW,X3,190,Diesel,37389,20230224
2667WBA5V31030FK,BMW,3er-Reihe,150,Diesel,37389,20220223
398WBAJN51060B26,BMW,5er-Reihe,265,Diesel,37290,20230707
2024WBA6L31070FK,BMW,3er-Reihe,150,Diesel,37268,20220714
1264WBATX51050LG,BMW,X3,231,Diesel,37209,20230210
1037WBA6L51030FJ,BMW,3er-Reihe,190,Diesel,36850,20230323
3071WBA5V31060FH,BMW,3er-Reihe,150,Diesel,36828,20191018
2111WBA5K31040G5,BMW,5er-Reihe,258,Diesel,36432,20220624
1633WBATX71020LB,BMW,X3,265,Diesel,36300,20221021
79WBA5V71080AH89,BMW,3er-Reihe,190,Diesel,36300,20230914
3013WBA5V31080FH,BMW,3er-Reihe,150,Diesel,36289,20200903
3048WBA31AD0705P,BMW,X1,150,Diesel,36289,20200110
813WBA5V31080FK9,BMW,3er-Reihe,150,Diesel,36190,20230428
675WBA71AB0805S1,BMW,X1,125,Benzin,36190,20230522
1805WBA8X11020BH,BMW,3er-Reihe,150,Diesel,35942,20220908
1326WBAJC51040WC,BMW,5er-Reihe,190,Diesel,35751,20230124
2932WBA31AD0303M,BMW,X1,150,Diesel,35750,20210727
1639WBA6L31090FK,BMW,3er-Reihe,150,Diesel,35750,20221020
3229WBAWZ510700M,BMW,X3,190,Diesel,35739,20161103
2976WBA5W71020FK,BMW,3er-Reihe,122,Diesel,35695,20210128
802WBA31AA0305U0,BMW,X1,135,Benzin,35510,20230502
3014WBA5V71050AH,BMW,3er-Reihe,190,Diesel,35200,20200903
497WBA6L71090FH7,BMW,3er-Reihe,190,Diesel,35189,20230621
975WBA6L51010FJ1,BMW,3er-Reihe,190,Diesel,35189,20230403
27WBATX31090LB60,BMW,X3,190,Diesel,35178,20230928
1118WBA6L31000FJ,BMW,3er-Reihe,150,Diesel,35090,20230309
1345WBAJH710303J,BMW,X1,149,Diesel,35090,20230117
1016WBA8C5101J5L,BMW,3er-Reihe,190,Diesel,35090,20230328
347WBA6L31090FL6,BMW,3er-Reihe,150,Diesel,34980,20230720
1875WBAJH510X03J,BMW,X1,150,Diesel,34760,20220824
885WBA6L31040FK5,BMW,3er-Reihe,150,Diesel,34760,20230417
925WBA31AD0905P2,BMW,X1,150,Diesel,34650,20230410
1099WBAWZ510900M,BMW,X3,190,Diesel,34606,20230313
244WBA5V31010FJ3,BMW,3er-Reihe,150,Diesel,34100,20230811
2146WBAJP91050CD,BMW,5er-Reihe,184,Benzin,34100,20220615
1604WBAJH710303J,BMW,X1,150,Diesel,34100,20221104
1430WBA5W71080FK,BMW,3er-Reihe,122,Diesel,33990,20221222
2882WBAJH710203G,BMW,X1,149,Diesel,33550,20220103
1145WBAJN51010G9,BMW,5er-Reihe,265,Diesel,33484,20230306
343WBA31AE0203L3,BMW,X1,190,Diesel,33440,20230720
657WBAJP31060BT9,BMW,5er-Reihe,190,Diesel,32989,20230525
1853WBA8F71040K4,BMW,3er-Reihe,313,Diesel,32989,20220831
1782WBAWZ510200M,BMW,X3,190,Diesel,32989,20220914
2176WBA8J11020A6,BMW,3er-Reihe,190,Diesel,32945,20220610
2518WBAHT910205F,BMW,X1,150,Diesel,32941,20220328
2736WBAWZ510500M,BMW,X3,190,Diesel,32890,20220210
368WBAHU510505H9,BMW,X1,231,Diesel,32780,20230714
2961WBAJN51080G9,BMW,5er-Reihe,265,Diesel,32780,20210422
3171WBA5K31040G7,BMW,5er-Reihe,258,Diesel,32593,20180313
146WBAJG110303J5,BMW,X1,140,Benzin,32560,20230901
2918WBAWZ510X00M,BMW,X3,190,Diesel,32450,20210902
2748WBAHT910X05F,BMW,X1,150,Diesel,32450,20220204
2762WBAHU310605H,BMW,X1,190,Diesel,32439,20220202
1293WBA5V31090FH,BMW,3er-Reihe,150,Diesel,32280,20230202
1872WBAJH510X03J,BMW,X1,150,Diesel,31900,20220824
1955WBA8C910X0A0,BMW,3er-Reihe,190,Diesel,31889,20220801
3110WBAHT910203F,BMW,X1,150,Diesel,31889,20190130
3185WBAHT910X05F,BMW,X1,150,Diesel,31889,20171117
2901WBA8C91050K6,BMW,3er-Reihe,190,Diesel,31878,20211118
838WBAJF31000BJ0,BMW,5er-Reihe,190,Diesel,31790,20230427
293WBAJH51030EK9,BMW,X1,150,Diesel,31680,20230802
1148WBAJN51010G9,BMW,5er-Reihe,265,Diesel,31680,20230306
736WBAJH710603G1,BMW,X1,150,Diesel,31543,20230512
455WBA71AC0903L3,BMW,X1,150,Diesel,31543,20230628
