fahrzeug_id,marke,modell,ps,treibstoff,preis,year
340WBATS31090LP7,BMW,X3,354,Benzin,59620,20230720
909WBA11AH02NCH7,BMW,5er-Reihe,286,Diesel,59532,20230413
1678WBA5U91050FJ,BMW,3er-Reihe,374,Benzin,59532,20221011
836WBA51BL0X0CL0,BMW,5er-Reihe,190,Diesel,59400,20230427
2108WBAJN51050CE,BMW,5er-Reihe,265,Diesel,59400,20220624
174WBA51BN06MCG2,BMW,5er-Reihe,190,Diesel,59400,20230828
172WBA51BN06MCG2,BMW,5er-Reihe,190,Diesel,59290,20230828
1730WBA35BG000N1,BMW,X3,190,Diesel,59290,20220929
1440WBA6N71060FM,BMW,3er-Reihe,184,Hybrid,59290,20221220
1587WBA15BZ000N1,BMW,X3,190,Diesel,59290,20221110
1740WBA35BG030N0,BMW,X3,190,Diesel,59290,20220926
690WBA51BN03MCH5,BMW,5er-Reihe,190,Diesel,59279,20230519
1110WBA51BN01NCH,BMW,5er-Reihe,190,Diesel,59279,20230310
527WBA51BL060WY0,BMW,5er-Reihe,193,Diesel,59076,20230615
2019WBAUZ9501MN0,BMW,X3,286,Diesel,59017,20220718
1081WBA51BN06MCH,BMW,5er-Reihe,190,Diesel,58850,20230316
2817WBATS110909H,BMW,X3,184,Hybrid,58740,20220118
1705WBA15BZ000N1,BMW,X3,190,Hybrid,58394,20221005
2646WBA6M9101MFK,BMW,3er-Reihe,286,Hybrid,58300,20220228
2321WBA31ED040FL,BMW,3er-Reihe,163,Hybrid,58289,20220511
1566WBA11EE0805V,BMW,X1,136,Benzin,58289,20221116
2825WBA6N5107MFL,BMW,3er-Reihe,285,Diesel,58190,20220115
62WBA51BL080WW98,BMW,5er-Reihe,190,Diesel,58190,20230918
1455WBATS110009H,BMW,X3,184,Hybrid,58190,20221216
1132WBA11EE0805V,BMW,X1,136,Benzin,58190,20230308
546WBA31BL0X0WY0,BMW,5er-Reihe,193,Diesel,57970,20230613
1177WBA51BL050CL,BMW,5er-Reihe,190,Diesel,57893,20230301
1173WBA51BL000CL,BMW,5er-Reihe,190,Diesel,57893,20230301
1179WBA51BL020CL,BMW,5er-Reihe,190,Diesel,57893,20230301
531WBA31BL090CM0,BMW,5er-Reihe,190,Diesel,57827,20230615
1741WBA6N71080FL,BMW,3er-Reihe,292,Elektro,57750,20220926
1070WBA51BN08MCH,BMW,5er-Reihe,190,Diesel,57750,20230317
2558WBA31DZ0XMFK,BMW,3er-Reihe,190,Diesel,57739,20220317
2185WBATS110509H,BMW,X3,184,Hybrid,57739,20220609
727WBA11EG0105W1,BMW,X1,150,Diesel,57310,20230515
461WBA15BZ050N18,BMW,X3,190,Diesel,57200,20230627
566WBA11EG0405W0,BMW,X1,150,Diesel,57195,20230609
521WBATS110109B8,BMW,X3,184,Hybrid,57145,20230616
159WBA51BL060WY0,BMW,5er-Reihe,190,Diesel,57134,20230830
43WBA11EG0805V79,BMW,X1,150,Diesel,57090,20230921
963WBA35BG040N07,BMW,X3,190,Diesel,57090,20230405
234WBA35BG000N04,BMW,X3,190,Diesel,57090,20230814
1184WBA61DP0309M,BMW,X3,184,Hybrid,56839,20230228
390WBA11EG0605W1,BMW,X1,150,Diesel,56650,20230710
1764WBA35BG060N0,BMW,X3,190,Diesel,56541,20220920
1046WBA51BN04MCH,BMW,5er-Reihe,190,Diesel,56540,20230323
652WBA11EG0905V7,BMW,X1,150,Diesel,56320,20230526
1879WBA6M9104MFK,BMW,3er-Reihe,286,Diesel,56232,20220824
99WBATS110809H33,BMW,X3,184,Benzin,56100,20230913
827WBA51BN03NCH9,BMW,5er-Reihe,190,Diesel,56100,20230428
1310WBAJD11040CD,BMW,5er-Reihe,265,Diesel,56100,20230127
1618WBAJN51080CE,BMW,5er-Reihe,265,Diesel,56100,20221028
1862WBA11AB0105U,BMW,X1,178,Benzin,56100,20220829
2559WBA35BG040N0,BMW,X3,190,Diesel,56067,20220317
2574WBA35BG0X0N0,BMW,X3,190,Diesel,55990,20220311
3150WBATX71040LB,BMW,X3,265,Diesel,55990,20180713
2179WBA6M9102MFK,BMW,3er-Reihe,286,Diesel,55968,20220610
2752WBA6M910XMFK,BMW,3er-Reihe,285,Diesel,55770,20220204
2391WBA51BL0X0CG,BMW,5er-Reihe,190,Diesel,55682,20220422
350WBA51BN08NCH8,BMW,5er-Reihe,190,Diesel,55660,20230719
272WBA31BL030WX0,BMW,5er-Reihe,190,Diesel,55562,20230804
1004WBA11EE0105V,BMW,X1,136,Benzin,55550,20230330
634WBA31AD0005V3,BMW,X1,150,Diesel,55238,20230531
204WBA11EG0805V9,BMW,X1,150,Diesel,55143,20230822
1502WBA15BZ090N1,BMW,X3,190,Diesel,55000,20221207
540WBA61DP0009M9,BMW,X3,184,Elektro,55000,20230614
2636WBATS110309H,BMW,X3,184,Hybrid,55000,20220301
779WBA55BZ050N17,BMW,X3,150,Diesel,55000,20230505
737WBA11EE0005V9,BMW,X1,136,Benzin,55000,20230512
2334WBA51BN04MCG,BMW,5er-Reihe,190,Diesel,54989,20220506
2557WBAJD11040B1,BMW,5er-Reihe,265,Diesel,54989,20220317
1309WBA51BN0XNCH,BMW,5er-Reihe,190,Diesel,54989,20230127
2115WBA31AD0105U,BMW,X1,150,Diesel,54989,20220623
949WBA51BN08NCH8,BMW,5er-Reihe,190,Diesel,54989,20230406
138WBA31ED040FM8,BMW,3er-Reihe,163,Hybrid,54945,20230904
701WBA51BN07MCH5,BMW,5er-Reihe,190,Diesel,54890,20230517
2443WBATS110109H,BMW,X3,184,Hybrid,54890,20220411
2691WBA31DZ06MFL,BMW,3er-Reihe,190,Diesel,54868,20220217
1861WBA31BN010CF,BMW,5er-Reihe,190,Diesel,54868,20220829
2930WBA11DY010FK,BMW,3er-Reihe,190,Diesel,54780,20210729
412WBA31DZ050FL1,BMW,3er-Reihe,190,Diesel,54648,20230706
2118WBA35BG080N0,BMW,X3,190,Diesel,54451,20220622
247WBA51BN09NCH8,BMW,5er-Reihe,190,Diesel,54451,20230811
474WBA51BN080CM0,BMW,5er-Reihe,190,Diesel,54450,20230623
920WBA51BN09MCH4,BMW,5er-Reihe,190,Diesel,54450,20230412
2627WBA51BL06MCF,BMW,5er-Reihe,190,Diesel,54450,20220303
1765WBA35BG050N1,BMW,X3,190,Diesel,54439,20220920
1663WBAUZ35060N0,BMW,X3,190,Diesel,54352,20221013
580WBA31BG0509F6,BMW,X3,190,Diesel,54340,20230607
2894WBATS110X09H,BMW,X3,184,Hybrid,54188,20211210
2520WBA31ED070FL,BMW,3er-Reihe,163,Hybrid,53900,20220325
2576WBAJJ310305S,BMW,X1,231,Diesel,53900,20220311
101WBATS110809H3,BMW,X3,184,Benzin,53900,20230913
1076WBAUZ35000N0,BMW,X3,190,Diesel,53889,20230316
250WBA35BG080N05,BMW,X3,190,Diesel,53845,20230810
1780WBA31ED040FL,BMW,3er-Reihe,163,Hybrid,53811,20220914
1385WBA71AB0805U,BMW,X1,125,Hybrid,53790,20230105
460WBA5P91070FM7,BMW,3er-Reihe,184,Hybrid,53790,20230627
684WBA11EE0805V9,BMW,X1,136,Benzin,53779,20230522
1918WBA31DZ05MFL,BMW,3er-Reihe,190,Diesel,53768,20220810
302WBA11EG0705W0,BMW,X1,150,Diesel,53768,20230731
2581WBA31BN04MCG,BMW,5er-Reihe,190,Diesel,53658,20220311
164WBA51BL0X0WY0,BMW,5er-Reihe,190,Diesel,53592,20230830
207WBA51BL040WY0,BMW,5er-Reihe,190,Diesel,53515,20230821
163WBA51BL000WX9,BMW,5er-Reihe,190,Diesel,53504,20230830
2584WBATX75000ND,BMW,X3,265,Diesel,53460,20220310
814WBA11FY020FP0,BMW,3er-Reihe,156,Benzin,53405,20230428
75WBA31BG0509F65,BMW,X3,190,Diesel,53351,20230915
616WBATS110409D5,BMW,X3,184,Hybrid,53350,20230602
816WBA11EG0X05V7,BMW,X1,150,Diesel,53350,20230428
635WBA31AE0605V1,BMW,X1,190,Diesel,53350,20230531
538WBA61DP0209P2,BMW,X3,184,Hybrid,53149,20230614
2773WBA31DX0X0CE,BMW,5er-Reihe,190,Diesel,53020,20220128
2148WBA5P980908B,BMW,3er-Reihe,184,Hybrid,52910,20220615
2076WBA71AG050CF,BMW,5er-Reihe,184,Benzin,52800,20220702
2847WBA31DW020CE,BMW,5er-Reihe,190,Hybrid,52789,20220110
1821WBA41FU010FN,BMW,3er-Reihe,190,Diesel,52789,20220907
850WBA31DZ080FM4,BMW,3er-Reihe,190,Diesel,52734,20230424
434WBA51BN080CL9,BMW,5er-Reihe,190,Diesel,52734,20230630
2938WBAJD11010B1,BMW,5er-Reihe,265,Diesel,52679,20210705
2571WBA31AE03N5T,BMW,X1,190,Diesel,52437,20220314
2722WBA31AE07N5T,BMW,X1,190,Diesel,52360,20220214
1379WBAUZ35050NE,BMW,X3,190,Diesel,52251,20230110
173WBA51BN06MCG2,BMW,5er-Reihe,190,Diesel,52250,20230828
1141WBA31ED000FL,BMW,3er-Reihe,163,Hybrid,52250,20230307
588WBAJD11060CE2,BMW,5er-Reihe,265,Diesel,52239,20230606
2831WBA31AE01N5T,BMW,X1,190,Diesel,52108,20220114
2536WBA31AE0505S,BMW,X1,190,Diesel,51920,20220323
2010WBA31AE04M5T,BMW,X1,190,Diesel,51700,20220720
525WBA31BN080CF4,BMW,5er-Reihe,190,Diesel,51700,20230616
361WBATX75060ND6,BMW,X3,265,Diesel,51700,20230718
2425WBA31AE09N5T,BMW,X1,190,Diesel,51700,20220415
1570WBA51BN09MCH,BMW,5er-Reihe,190,Diesel,51700,20221115
1630WBA6N31080FK,BMW,3er-Reihe,184,Hybrid,51689,20221021
1297WBAJN51030B2,BMW,5er-Reihe,265,Diesel,51689,20230201
2492WBA71AB0905S,BMW,X1,220,Benzin,51689,20220331
735WBA31BN090CF1,BMW,5er-Reihe,190,Diesel,51689,20230512
45WBA31AE0X05V38,BMW,X1,190,Diesel,51645,20230921
1801WBA38DY0708B,BMW,3er-Reihe,190,Diesel,51612,20220909
1217WBA35BG050N0,BMW,X3,190,Diesel,51590,20230220
890WBAUZ35060NE4,BMW,X3,190,Diesel,51590,20230417
1724WBA6K7102LFJ,BMW,3er-Reihe,258,Benzin,51502,20220929
1506WBA55BZ030N1,BMW,X3,150,Diesel,51493,20221207
2112WBA6M9109MFK,BMW,3er-Reihe,286,Diesel,51480,20220624
2830WBA35BG060N0,BMW,X3,190,Hybrid,51326,20220114
315WBA31DZ020FL0,BMW,3er-Reihe,190,Diesel,51216,20230728
381WBA6N51000FL3,BMW,3er-Reihe,285,Diesel,51163,20230712
2285WBAJA91030GF,BMW,5er-Reihe,184,Hybrid,51162,20220517
1556WBA31AD0605V,BMW,X1,150,Diesel,51150,20221121
1494WBAJT51080BU,BMW,5er-Reihe,251,Benzin,51150,20221209
205WBA31AE0603M1,BMW,X1,190,Diesel,51150,20230821
1691WBA6K5104MFL,BMW,3er-Reihe,258,Benzin,51139,20221010
2390WBATX35060NC,BMW,X3,190,Diesel,51040,20220422
2737WBA31ED020FL,BMW,3er-Reihe,163,Hybrid,51040,20220210
881WBA31DZ050FM0,BMW,3er-Reihe,193,Diesel,51029,20230419
1183WBA31ED080FM,BMW,3er-Reihe,163,Hybrid,50895,20230228
732WBA11EG0705V9,BMW,X1,150,Diesel,50820,20230512
2723WBA31DZ000FK,BMW,3er-Reihe,190,Diesel,50710,20220214
1540WBA31AE02N5T,BMW,X1,190,Diesel,50600,20221128
632WBA11EE0705V8,BMW,X1,136,Benzin,50600,20230531
2592WBA31AE01N5T,BMW,X1,190,Diesel,50589,20220309
2105WBA31AE06N5T,BMW,X1,190,Diesel,50589,20220627
2690WBA31DW030WW,BMW,5er-Reihe,190,Diesel,50545,20220218
2588WBA31AE02M5T,BMW,X1,190,Diesel,50545,20220310
875WBATX71080LB4,BMW,X3,265,Diesel,50490,20230419
852WBAJD11050B19,BMW,5er-Reihe,265,Diesel,50490,20230421
1784WBA71DY050FM,BMW,3er-Reihe,156,Benzin,50490,20220914
130WBATX75040N01,BMW,X3,265,Diesel,50490,20230907
1352WBA5V310X0FL,BMW,3er-Reihe,150,Diesel,50490,20230113
1162WBAUZ35040N0,BMW,X3,190,Diesel,50380,20230303
2272WBA5P91010FK,BMW,3er-Reihe,184,Hybrid,50380,20220519
1511WBA71AB0005T,BMW,X1,220,Benzin,50315,20221205
2051WBA31AE04N5T,BMW,X1,190,Diesel,50094,20220711
629WBA5P91000FM1,BMW,3er-Reihe,184,Hybrid,50050,20230531
705WBA11EG0705W0,BMW,X1,150,Diesel,50050,20230517
1077WBATX75010ND,BMW,X3,265,Diesel,50050,20230316
103WBATS110809H3,BMW,X3,184,Benzin,50050,20230913
2582WBA31DX09LCE,BMW,5er-Reihe,190,Diesel,50050,20220310
2906WBA31DY05LFJ,BMW,3er-Reihe,190,Diesel,50039,20211028
505WBA31AA0405V0,BMW,X1,140,Benzin,49946,20230620
1116WBA31AD0105V,BMW,X1,150,Diesel,49819,20230309
554WBAJN51000CD6,BMW,5er-Reihe,265,Diesel,49720,20230612
3027WBAUZ35020N0,BMW,X3,190,Diesel,49500,20200624
53WBATS31040LF49,BMW,X3,360,Benzin,49500,20230920
2203WBA31AE06N5T,BMW,X1,190,Diesel,49500,20220603
342WBATX71060LB4,BMW,X3,265,Diesel,49500,20230720
2389WBA71AB0505T,BMW,X1,125,Hybrid,49489,20220422
688WBAJN51010CE5,BMW,5er-Reihe,265,Diesel,49489,20230519
2696WBA31DY0XMFK,BMW,3er-Reihe,190,Diesel,49489,20220217
273WBA31BL030WX0,BMW,5er-Reihe,190,Diesel,49489,20230804
2322WBA31AA0405U,BMW,X1,135,Benzin,49489,20220511
2077WBA31DW010WW,BMW,5er-Reihe,190,Diesel,49489,20220702
713WBA71AB0005U7,BMW,X1,125,Hybrid,49445,20230516
717WBA31ED060FL4,BMW,3er-Reihe,163,Benzin,49401,20230516
2054WBATX35090NC,BMW,X3,190,Diesel,49390,20220708
598WBA11EE0405W1,BMW,X1,136,Benzin,49390,20230606
1647WBAJB51060WC,BMW,5er-Reihe,340,Benzin,49390,20221019
2011WBATX35090NC,BMW,X3,190,Diesel,49390,20220720
1090WBA6K71020FJ,BMW,3er-Reihe,258,Benzin,49390,20230315
2033WBA31AE04N5T,BMW,X1,190,Diesel,49368,20220713
2624WBA71AB0005T,BMW,X1,125,Hybrid,49269,20220303
444WBA11EG0405W0,BMW,X1,150,Diesel,49063,20230630
2504WBA6L31020FK,BMW,3er-Reihe,150,Diesel,49060,20220330
2463WBA31AA0905U,BMW,X1,135,Benzin,49049,20220406
182WBA11AJ09MCF5,BMW,5er-Reihe,285,Diesel,48950,20230825
557WBA6L71010FJ3,BMW,3er-Reihe,190,Diesel,48950,20230612
1778WBATX35070NC,BMW,X3,190,Diesel,48950,20220915
2328WBA71AB0905S,BMW,X1,125,Hybrid,48879,20220510
650WBA38DY0508B7,BMW,3er-Reihe,190,Diesel,48730,20230526
1820WBA41FU010FN,BMW,3er-Reihe,190,Diesel,48508,20220907
