Brand,Model,Price,Year,PS,Fuel
BMW,X3,56990,2022-01-01,184,Hybrid
BMW,X3,49990,2022-01-01,184,Hybrid
BMW,X3,53900,2022-01-01,292,Hybrid
BMW,X3,49990,2022-01-01,184,Hybrid
BMW,X3,69900,2023-01-01,184,Hybrid
BMW,X3,49980,2022-01-01,190,Hybrid
BMW,X3,68790,2023-01-01,190,Hybrid
BMW,X3,79900,2023-01-01,340,Hybrid
BMW,X3,65550,2023-01-01,184,Hybrid
BMW,X3,67450,2023-01-01,184,Hybrid
BMW,X3,65800,2023-01-01,292,Benzin
BMW,X3,54890,2022-01-01,190,Diesel
BMW,X3,82990,2023-01-01,340,Hybrid
BMW,X3,51912,2022-01-01,190,Hybrid
BMW,X3,49990,2022-01-01,184,Hybrid
BMW,X3,51990,2022-01-01,190,Hybrid
BMW,X3,74990,2022-01-01,340,Hybrid
BMW,X3,55990,2022-01-01,184,Hybrid
BMW,X3,54850,2022-01-01,184,Hybrid
BMW,X3,56990,2022-01-01,184,Hybrid
BMW,X3,47999,2022-01-01,292,Hybrid
BMW,X3,66660,2023-01-01,190,Hybrid
BMW,X3,52000,2023-01-01,292,Hybrid
BMW,X3,64990,2023-01-01,190,Hybrid
BMW,X3,64490,2023-01-01,190,Hybrid
BMW,X3,64990,2023-01-01,190,Hybrid
BMW,X3,54970,2022-01-01,190,Hybrid
BMW,X3,59890,2023-01-01,184,Hybrid
BMW,X3,54700,2022-01-01,184,Hybrid
BMW,X3,55500,2022-01-01,184,Hybrid
BMW,X3,78690,2023-01-01,286,Hybrid
BMW,X3,51000,2022-01-01,190,Diesel
BMW,X3,46900,2022-01-01,184,Hybrid
BMW,X3,58000,2022-01-01,190,Hybrid
BMW,X3,77990,2023-01-01,150,Diesel
BMW,X3,NA,2022-01-01,340,Diesel
BMW,X3,78900,2022-01-01,340,Diesel
BMW,X3,76990,2022-01-01,340,Hybrid
BMW,X3,49500,2022-01-01,190,Hybrid
BMW,X3,49890,2022-01-01,190,Hybrid
BMW,X3,59800,2023-01-01,190,Hybrid
BMW,X3,62500,2023-01-01,190,Hybrid
BMW,X3,71990,2022-01-01,286,Hybrid
BMW,X3,68400,2023-01-01,184,Hybrid
BMW,X3,59900,2023-01-01,184,Hybrid
BMW,X3,58500,2023-01-01,184,Hybrid
BMW,X3,67400,2023-01-01,184,Hybrid
BMW,X3,57990,2022-01-01,190,Diesel
BMW,X3,81500,2023-01-01,190,Hybrid
BMW,X3,55789,2022-01-01,190,Hybrid
BMW,X3,68300,2023-01-01,184,Hybrid
BMW,X3,69800,2023-01-01,190,Diesel
BMW,X3,53890,2022-01-01,184,Hybrid
BMW,X3,62470,2023-01-01,190,Hybrid
BMW,X3,92600,2023-01-01,326,Diesel
BMW,X3,60000,2023-01-01,184,Benzin
BMW,X3,49890,2022-01-01,184,Hybrid
BMW,X3,53900,2022-01-01,190,Diesel
BMW,X3,89490,2023-01-01,340,Hybrid
BMW,X3,59990,2023-01-01,190,Hybrid
BMW,X3,51499,2022-01-01,184,Hybrid
BMW,X3,98480,2023-01-01,340,Hybrid
BMW,X3,64888,2022-01-01,190,Diesel
BMW,X3,53990,2023-01-01,150,Hybrid
